Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nathan MacKinnon (14425816),Nathan MacKinnon,14425816,C/UTIL,8500,COL@SJ 03/08/2020 10:00PM ET,COL,17.83
G,Andrei Vasilevskiy (14426650),Andrei Vasilevskiy,14426650,G,8200,TB@DET 03/08/2020 05:00PM ET,TB,16.06
RW,Patrick Kane (14425996),Patrick Kane,14425996,W/UTIL,8100,STL@CHI 03/08/2020 07:30PM ET,CHI,15.14
RW,Nikita Kucherov (14425998),Nikita Kucherov,14425998,W/UTIL,8000,TB@DET 03/08/2020 05:00PM ET,TB,13.79
G,Curtis McElhinney (14426652),Curtis McElhinney,14426652,G,8000,TB@DET 03/08/2020 05:00PM ET,TB,13.68
G,Thatcher Demko (14426651),Thatcher Demko,14426651,G,8000,CLS@VAN 03/08/2020 10:00PM ET,VAN,12.57
LW,Max Pacioretty (14426000),Max Pacioretty,14426000,W/UTIL,7900,VGK@CGY 03/08/2020 07:00PM ET,VGK,14.94
G,Alex Stalock (14426654),Alex Stalock,14426654,G,7900,MIN@ANH 03/08/2020 09:00PM ET,MIN,13.37
G,Devan Dubnyk (14426656),Devan Dubnyk,14426656,G,7900,MIN@ANH 03/08/2020 09:00PM ET,MIN,9.73
G,Philipp Grubauer (14426653),Philipp Grubauer,14426653,G,7900,COL@SJ 03/08/2020 10:00PM ET,COL,14.19
G,Pavel Francouz (14426655),Pavel Francouz,14426655,G,7900,COL@SJ 03/08/2020 10:00PM ET,COL,15.61
LW,Steven Stamkos (14426002),Steven Stamkos,14426002,W/UTIL,7800,TB@DET 03/08/2020 05:00PM ET,TB,14.02
G,Louis Domingue (14426657),Louis Domingue,14426657,G,7800,CLS@VAN 03/08/2020 10:00PM ET,VAN,6.7
G,Jacob Markstrom (14426658),Jacob Markstrom,14426658,G,7800,CLS@VAN 03/08/2020 10:00PM ET,VAN,16.15
G,Jordan Binnington (14426659),Jordan Binnington,14426659,G,7700,STL@CHI 03/08/2020 07:30PM ET,STL,13.86
G,David Rittich (14426660),David Rittich,14426660,G,7700,VGK@CGY 03/08/2020 07:00PM ET,CGY,13.68
G,Cam Talbot (14426661),Cam Talbot,14426661,G,7700,VGK@CGY 03/08/2020 07:00PM ET,CGY,14.44
G,Michael Hutchinson (14426662),Michael Hutchinson,14426662,G,7700,COL@SJ 03/08/2020 10:00PM ET,COL,8.97
G,Corey Crawford (14426663),Corey Crawford,14426663,G,7600,STL@CHI 03/08/2020 07:30PM ET,CHI,14.54
G,Marc-Andre Fleury (14426664),Marc-Andre Fleury,14426664,G,7600,VGK@CGY 03/08/2020 07:00PM ET,VGK,12.62
G,Robin Lehner (14426665),Robin Lehner,14426665,G,7600,VGK@CGY 03/08/2020 07:00PM ET,VGK,17.77
G,Jake Allen (14426666),Jake Allen,14426666,G,7500,STL@CHI 03/08/2020 07:30PM ET,STL,13.81
D,Brent Burns (14426360),Brent Burns,14426360,D/UTIL,7500,COL@SJ 03/08/2020 10:00PM ET,SJ,12.21
G,Malcolm Subban (14426668),Malcolm Subban,14426668,G,7400,STL@CHI 03/08/2020 07:30PM ET,CHI,9.63
RW,Mark Stone (14426004),Mark Stone,14426004,W/UTIL,7400,VGK@CGY 03/08/2020 07:00PM ET,VGK,11.69
G,Martin Jones (14426667),Martin Jones,14426667,G,7400,COL@SJ 03/08/2020 10:00PM ET,SJ,10.74
G,Aaron Dell (14426669),Aaron Dell,14426669,G,7400,COL@SJ 03/08/2020 10:00PM ET,SJ,11.94
G,John Gibson (14426670),John Gibson,14426670,G,7200,MIN@ANH 03/08/2020 09:00PM ET,ANH,12.07
G,Joonas Korpisalo (14426671),Joonas Korpisalo,14426671,G,7100,CLS@VAN 03/08/2020 10:00PM ET,CLS,13.34
G,Jonathan Bernier (14426672),Jonathan Bernier,14426672,G,7000,TB@DET 03/08/2020 05:00PM ET,DET,12.29
G,Ryan Miller (14426673),Ryan Miller,14426673,G,7000,MIN@ANH 03/08/2020 09:00PM ET,ANH,12.41
D,Zach Werenski (14426362),Zach Werenski,14426362,D/UTIL,7000,CLS@VAN 03/08/2020 10:00PM ET,CLS,11.04
LW,Gabriel Landeskog (14426006),Gabriel Landeskog,14426006,W/UTIL,7000,COL@SJ 03/08/2020 10:00PM ET,COL,10.63
RW,Kevin Fiala (14426008),Kevin Fiala,14426008,W/UTIL,6900,MIN@ANH 03/08/2020 09:00PM ET,MIN,10.38
G,Matiss Kivlenieks (14426674),Matiss Kivlenieks,14426674,G,6900,CLS@VAN 03/08/2020 10:00PM ET,CLS,8.35
G,Elvis Merzlikins (14426675),Elvis Merzlikins,14426675,G,6900,CLS@VAN 03/08/2020 10:00PM ET,CLS,14.08
G,Jimmy Howard (14426676),Jimmy Howard,14426676,G,6800,TB@DET 03/08/2020 05:00PM ET,DET,7.73
LW,Jonathan Marchessault (14426010),Jonathan Marchessault,14426010,W/UTIL,6800,VGK@CGY 03/08/2020 07:00PM ET,VGK,10.90
C,Dylan Larkin (14425818),Dylan Larkin,14425818,C/UTIL,6700,TB@DET 03/08/2020 05:00PM ET,DET,10.69
D,Alex Pietrangelo (14426364),Alex Pietrangelo,14426364,D/UTIL,6700,STL@CHI 03/08/2020 07:30PM ET,STL,11.99
RW,Oliver Bjorkstrand (14426012),Oliver Bjorkstrand,14426012,W/UTIL,6700,CLS@VAN 03/08/2020 10:00PM ET,CLS,11.23
C,Brayden Point (14425820),Brayden Point,14425820,C/UTIL,6600,TB@DET 03/08/2020 05:00PM ET,TB,10.32
RW,Anthony Mantha (14426014),Anthony Mantha,14426014,W/UTIL,6600,TB@DET 03/08/2020 05:00PM ET,DET,11.77
D,Victor Hedman (14426366),Victor Hedman,14426366,D/UTIL,6600,TB@DET 03/08/2020 05:00PM ET,TB,11.47
G,Scott Wedgewood (14426690),Scott Wedgewood,14426690,G,6500,TB@DET 03/08/2020 05:00PM ET,TB,0
G,Zach Fucale (14426691),Zach Fucale,14426691,G,6500,TB@DET 03/08/2020 05:00PM ET,TB,0
G,Mike Condon (14426692),Mike Condon,14426692,G,6500,TB@DET 03/08/2020 05:00PM ET,TB,0
G,Calvin Pickard (14426693),Calvin Pickard,14426693,G,6500,TB@DET 03/08/2020 05:00PM ET,DET,-3.73
G,Kevin Lankinen (14426680),Kevin Lankinen,14426680,G,6500,STL@CHI 03/08/2020 07:30PM ET,CHI,0
G,Collin Delia (14426681),Collin Delia,14426681,G,6500,STL@CHI 03/08/2020 07:30PM ET,CHI,0
G,Ville Husso (14426683),Ville Husso,14426683,G,6500,STL@CHI 03/08/2020 07:30PM ET,STL,0
G,Jon Gillies (14426687),Jon Gillies,14426687,G,6500,VGK@CGY 03/08/2020 07:00PM ET,CGY,0
G,Oscar Dansk (14426688),Oscar Dansk,14426688,G,6500,VGK@CGY 03/08/2020 07:00PM ET,VGK,0.7
G,Garret Sparks (14426689),Garret Sparks,14426689,G,6500,VGK@CGY 03/08/2020 07:00PM ET,VGK,1.4
G,Kevin Boyle (14426685),Kevin Boyle,14426685,G,6500,MIN@ANH 03/08/2020 09:00PM ET,ANH,0
G,Anthony Stolarz (14426686),Anthony Stolarz,14426686,G,6500,MIN@ANH 03/08/2020 09:00PM ET,ANH,0
G,Kaapo Kahkonen (14426696),Kaapo Kahkonen,14426696,G,6500,MIN@ANH 03/08/2020 09:00PM ET,MIN,16.08
C,Elias Pettersson (14425822),Elias Pettersson,14425822,C/UTIL,6500,CLS@VAN 03/08/2020 10:00PM ET,VAN,11.53
LW,J.T. Miller (14426016),J.T. Miller,14426016,W/UTIL,6500,CLS@VAN 03/08/2020 10:00PM ET,VAN,11.63
D,Seth Jones (14426368),Seth Jones,14426368,D/UTIL,6500,CLS@VAN 03/08/2020 10:00PM ET,CLS,10.71
G,Veini Vehvilainen (14426682),Veini Vehvilainen,14426682,G,6500,CLS@VAN 03/08/2020 10:00PM ET,CLS,0
G,Michael DiPietro (14426684),Michael DiPietro,14426684,G,6500,CLS@VAN 03/08/2020 10:00PM ET,VAN,0.7
G,Antoine Bibeau (14426677),Antoine Bibeau,14426677,G,6500,COL@SJ 03/08/2020 10:00PM ET,COL,7.2
G,Adam Werner (14426678),Adam Werner,14426678,G,6500,COL@SJ 03/08/2020 10:00PM ET,COL,14.3
G,Hunter Miska (14426679),Hunter Miska,14426679,G,6500,COL@SJ 03/08/2020 10:00PM ET,COL,0
G,Josef Korenar (14426694),Josef Korenar,14426694,G,6500,COL@SJ 03/08/2020 10:00PM ET,SJ,0
G,Andrew Shortridge (14426695),Andrew Shortridge,14426695,G,6500,COL@SJ 03/08/2020 10:00PM ET,SJ,0
RW,Vladimir Tarasenko (14426018),Vladimir Tarasenko,14426018,W/UTIL,6400,STL@CHI 03/08/2020 07:30PM ET,STL,11.76
D,Shea Theodore (14426370),Shea Theodore,14426370,D/UTIL,6400,VGK@CGY 03/08/2020 07:00PM ET,VGK,10.54
LW,Evander Kane (14426020),Evander Kane,14426020,W/UTIL,6300,COL@SJ 03/08/2020 10:00PM ET,SJ,11.40
C,Jonathan Toews (14425824),Jonathan Toews,14425824,C/UTIL,6200,STL@CHI 03/08/2020 07:30PM ET,CHI,10.33
LW,Johnny Gaudreau (14426022),Johnny Gaudreau,14426022,W/UTIL,6200,VGK@CGY 03/08/2020 07:00PM ET,CGY,10.76
D,Mark Giordano (14426372),Mark Giordano,14426372,D/UTIL,6200,VGK@CGY 03/08/2020 07:00PM ET,CGY,11.81
RW,Mikko Rantanen (14426024),Mikko Rantanen,14426024,W/UTIL,6100,COL@SJ 03/08/2020 10:00PM ET,COL,11.64
RW,Matthew Tkachuk (14426026),Matthew Tkachuk,14426026,W/UTIL,6000,VGK@CGY 03/08/2020 07:00PM ET,CGY,10.86
C,Bo Horvat (14425826),Bo Horvat,14425826,C/UTIL,6000,CLS@VAN 03/08/2020 10:00PM ET,VAN,11.12
D,Alexander Edler (14426374),Alexander Edler,14426374,D/UTIL,6000,CLS@VAN 03/08/2020 10:00PM ET,VAN,11.32
RW,Tyler Toffoli (14426028),Tyler Toffoli,14426028,W/UTIL,5900,CLS@VAN 03/08/2020 10:00PM ET,VAN,9.90
D,Cale Makar (14426376),Cale Makar,14426376,D/UTIL,5900,COL@SJ 03/08/2020 10:00PM ET,COL,9.95
LW,Dominik Kubalik (14426030),Dominik Kubalik,14426030,W/UTIL,5800,STL@CHI 03/08/2020 07:30PM ET,CHI,9.19
C,William Karlsson (14425828),William Karlsson,14425828,C/UTIL,5800,VGK@CGY 03/08/2020 07:00PM ET,VGK,9.13
D,Jared Spurgeon (14426378),Jared Spurgeon,14426378,D/UTIL,5800,MIN@ANH 03/08/2020 09:00PM ET,MIN,9.25
D,Colton Parayko (14426380),Colton Parayko,14426380,D/UTIL,5700,STL@CHI 03/08/2020 07:30PM ET,STL,9.70
RW,Elias Lindholm (14426032),Elias Lindholm,14426032,W/UTIL,5700,VGK@CGY 03/08/2020 07:00PM ET,CGY,10.09
LW,Jaden Schwartz (14426034),Jaden Schwartz,14426034,W/UTIL,5600,STL@CHI 03/08/2020 07:30PM ET,STL,9.68
D,Quinn Hughes (14426382),Quinn Hughes,14426382,D/UTIL,5600,CLS@VAN 03/08/2020 10:00PM ET,VAN,8.42
C,Logan Couture (14425830),Logan Couture,14425830,C/UTIL,5600,COL@SJ 03/08/2020 10:00PM ET,SJ,10.45
C,Ryan O'Reilly (14425832),Ryan O'Reilly,14425832,C/UTIL,5500,STL@CHI 03/08/2020 07:30PM ET,STL,8.63
RW,Reilly Smith (14426036),Reilly Smith,14426036,W/UTIL,5500,VGK@CGY 03/08/2020 07:00PM ET,VGK,9.78
D,Ryan Graves (14426384),Ryan Graves,14426384,D/UTIL,5500,COL@SJ 03/08/2020 10:00PM ET,COL,9.34
RW,Brayden Schenn (14426038),Brayden Schenn,14426038,W/UTIL,5400,STL@CHI 03/08/2020 07:30PM ET,STL,8.94
D,Duncan Keith (14426386),Duncan Keith,14426386,D/UTIL,5400,STL@CHI 03/08/2020 07:30PM ET,CHI,8.31
C,Sean Monahan (14425834),Sean Monahan,14425834,C/UTIL,5400,VGK@CGY 03/08/2020 07:00PM ET,CGY,9.01
D,Connor Murphy (14426388),Connor Murphy,14426388,D/UTIL,5300,STL@CHI 03/08/2020 07:30PM ET,CHI,9.61
RW,Brock Boeser (14426040),Brock Boeser,14426040,W/UTIL,5300,CLS@VAN 03/08/2020 10:00PM ET,VAN,10.52
C,Tomas Hertl (14425836),Tomas Hertl,14425836,C/UTIL,5300,COL@SJ 03/08/2020 10:00PM ET,SJ,9.96
RW,David Perron (14426042),David Perron,14426042,W/UTIL,5200,STL@CHI 03/08/2020 07:30PM ET,STL,10.06
D,Hampus Lindholm (14426390),Hampus Lindholm,14426390,D/UTIL,5200,MIN@ANH 03/08/2020 09:00PM ET,ANH,7.67
C,Pierre-Luc Dubois (14425838),Pierre-Luc Dubois,14425838,C/UTIL,5200,CLS@VAN 03/08/2020 10:00PM ET,CLS,9.41
LW,Rickard Rakell (14426044),Rickard Rakell,14426044,W/UTIL,5100,MIN@ANH 03/08/2020 09:00PM ET,ANH,9.37
D,Matt Dumba (14426392),Matt Dumba,14426392,D/UTIL,5100,MIN@ANH 03/08/2020 09:00PM ET,MIN,8.20
C,Nazem Kadri (14425840),Nazem Kadri,14425840,C/UTIL,5100,COL@SJ 03/08/2020 10:00PM ET,COL,9.27
C,Anthony Cirelli (14425842),Anthony Cirelli,14425842,C/UTIL,5000,TB@DET 03/08/2020 05:00PM ET,TB,7.82
D,Danny DeKeyser (14426394),Danny DeKeyser,14426394,D/UTIL,5000,TB@DET 03/08/2020 05:00PM ET,DET,9.18
RW,Jakob Silfverberg (14426046),Jakob Silfverberg,14426046,W/UTIL,5000,MIN@ANH 03/08/2020 09:00PM ET,ANH,8.52
LW,Timo Meier (14426048),Timo Meier,14426048,W/UTIL,5000,COL@SJ 03/08/2020 10:00PM ET,SJ,10.00
LW,Blake Coleman (14426050),Blake Coleman,14426050,W/UTIL,4900,TB@DET 03/08/2020 05:00PM ET,TB,10.40
LW,Alex DeBrincat (14426052),Alex DeBrincat,14426052,W/UTIL,4900,STL@CHI 03/08/2020 07:30PM ET,CHI,9.39
C,Adam Henrique (14425844),Adam Henrique,14425844,C/UTIL,4900,MIN@ANH 03/08/2020 09:00PM ET,ANH,8.86
D,Ryan Suter (14426396),Ryan Suter,14426396,D/UTIL,4900,MIN@ANH 03/08/2020 09:00PM ET,MIN,8.70
LW,Ondrej Palat (14426054),Ondrej Palat,14426054,W/UTIL,4800,TB@DET 03/08/2020 05:00PM ET,TB,8.14
C,Mikael Backlund (14425846),Mikael Backlund,14425846,C/UTIL,4800,VGK@CGY 03/08/2020 07:00PM ET,CGY,7.84
D,Nate Schmidt (14426398),Nate Schmidt,14426398,D/UTIL,4800,VGK@CGY 03/08/2020 07:00PM ET,VGK,8.93
LW,Zach Parise (14426056),Zach Parise,14426056,W/UTIL,4800,MIN@ANH 03/08/2020 09:00PM ET,MIN,8.95
C,Boone Jenner (14425848),Boone Jenner,14425848,C/UTIL,4700,CLS@VAN 03/08/2020 10:00PM ET,CLS,8.18
LW,Tanner Pearson (14426058),Tanner Pearson,14426058,W/UTIL,4700,CLS@VAN 03/08/2020 10:00PM ET,VAN,9.38
LW,Cam Atkinson (14426060),Cam Atkinson,14426060,W/UTIL,4700,CLS@VAN 03/08/2020 10:00PM ET,CLS,10.26
D,Samuel Girard (14426400),Samuel Girard,14426400,D/UTIL,4700,COL@SJ 03/08/2020 10:00PM ET,COL,7.07
D,Erik Karlsson (14426402),Erik Karlsson,14426402,D/UTIL,4700,COL@SJ 03/08/2020 10:00PM ET,SJ,9.77
D,Mikhail Sergachev (14426406),Mikhail Sergachev,14426406,D/UTIL,4600,TB@DET 03/08/2020 05:00PM ET,TB,7.92
RW,Brandon Saad (14426062),Brandon Saad,14426062,W/UTIL,4600,STL@CHI 03/08/2020 07:30PM ET,CHI,8.67
D,Alec Martinez (14426404),Alec Martinez,14426404,D/UTIL,4600,VGK@CGY 03/08/2020 07:00PM ET,VGK,7.84
C,Ryan Getzlaf (14425850),Ryan Getzlaf,14425850,C/UTIL,4600,MIN@ANH 03/08/2020 09:00PM ET,ANH,9.00
RW,Gustav Nyquist (14426064),Gustav Nyquist,14426064,W/UTIL,4600,CLS@VAN 03/08/2020 10:00PM ET,CLS,7.73
D,Filip Hronek (14426410),Filip Hronek,14426410,D/UTIL,4500,TB@DET 03/08/2020 05:00PM ET,DET,7.82
C,Eric Staal (14425852),Eric Staal,14425852,C/UTIL,4500,MIN@ANH 03/08/2020 09:00PM ET,MIN,7.84
RW,Kevin Labanc (14426066),Kevin Labanc,14426066,W/UTIL,4500,COL@SJ 03/08/2020 10:00PM ET,SJ,7.67
RW,Andre Burakovsky (14426068),Andre Burakovsky,14426068,W/UTIL,4500,COL@SJ 03/08/2020 10:00PM ET,COL,8.82
D,Erik Johnson (14426408),Erik Johnson,14426408,D/UTIL,4500,COL@SJ 03/08/2020 10:00PM ET,COL,8.06
RW,Alex Killorn (14426072),Alex Killorn,14426072,W/UTIL,4400,TB@DET 03/08/2020 05:00PM ET,TB,8.48
C,Paul Stastny (14425854),Paul Stastny,14425854,C/UTIL,4400,VGK@CGY 03/08/2020 07:00PM ET,VGK,7.26
D,Jonas Brodin (14426414),Jonas Brodin,14426414,D/UTIL,4400,MIN@ANH 03/08/2020 09:00PM ET,MIN,7.1
LW,Nick Foligno (14426070),Nick Foligno,14426070,W/UTIL,4400,CLS@VAN 03/08/2020 10:00PM ET,CLS,7.23
D,David Savard (14426412),David Savard,14426412,D/UTIL,4400,CLS@VAN 03/08/2020 10:00PM ET,CLS,7.17
LW,Tyler Bertuzzi (14426074),Tyler Bertuzzi,14426074,W/UTIL,4300,TB@DET 03/08/2020 05:00PM ET,DET,7.45
RW,Filip Zadina (14426076),Filip Zadina,14426076,W/UTIL,4300,TB@DET 03/08/2020 05:00PM ET,DET,7.57
D,Ryan Murray (14426416),Ryan Murray,14426416,D/UTIL,4300,CLS@VAN 03/08/2020 10:00PM ET,CLS,7.29
D,Tyler Myers (14426418),Tyler Myers,14426418,D/UTIL,4300,CLS@VAN 03/08/2020 10:00PM ET,VAN,7.71
C,J.T. Compher (14425856),J.T. Compher,14425856,C/UTIL,4300,COL@SJ 03/08/2020 10:00PM ET,COL,6.70
D,Kevin Shattenkirk (14426422),Kevin Shattenkirk,14426422,D/UTIL,4200,TB@DET 03/08/2020 05:00PM ET,TB,7.44
C,Robert Thomas (14425858),Robert Thomas,14425858,C/UTIL,4200,STL@CHI 03/08/2020 07:30PM ET,STL,6.24
LW,Zach Sanford (14426078),Zach Sanford,14426078,W/UTIL,4200,STL@CHI 03/08/2020 07:30PM ET,STL,7.10
RW,Jake Virtanen (14426080),Jake Virtanen,14426080,W/UTIL,4200,CLS@VAN 03/08/2020 10:00PM ET,VAN,7.65
D,Ian Cole (14426420),Ian Cole,14426420,D/UTIL,4200,COL@SJ 03/08/2020 10:00PM ET,COL,7.67
D,Erik Cernak (14426424),Erik Cernak,14426424,D/UTIL,4100,TB@DET 03/08/2020 05:00PM ET,TB,6.53
C,Dylan Strome (14425860),Dylan Strome,14425860,C/UTIL,4100,STL@CHI 03/08/2020 07:30PM ET,CHI,7.52
RW,Alex Tuch (14426084),Alex Tuch,14426084,W/UTIL,4100,VGK@CGY 03/08/2020 07:00PM ET,VGK,7.13
D,Christopher Tanev (14426426),Christopher Tanev,14426426,D/UTIL,4100,CLS@VAN 03/08/2020 10:00PM ET,VAN,7.02
RW,Joonas Donskoi (14426082),Joonas Donskoi,14426082,W/UTIL,4100,COL@SJ 03/08/2020 10:00PM ET,COL,7.30
RW,Tyler Johnson (14426088),Tyler Johnson,14426088,W/UTIL,4000,TB@DET 03/08/2020 05:00PM ET,TB,6.57
D,Patrik Nemeth (14426428),Patrik Nemeth,14426428,D/UTIL,4000,TB@DET 03/08/2020 05:00PM ET,DET,5.21
D,Vince Dunn (14426430),Vince Dunn,14426430,D/UTIL,4000,STL@CHI 03/08/2020 07:30PM ET,STL,6.32
C,Luke Kunin (14425862),Luke Kunin,14425862,C/UTIL,4000,MIN@ANH 03/08/2020 09:00PM ET,MIN,7.74
D,Cam Fowler (14426432),Cam Fowler,14426432,D/UTIL,4000,MIN@ANH 03/08/2020 09:00PM ET,ANH,7.65
