C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,G,Henrik Lundqvist (7730011),Henrik Lundqvist,7730011,8700,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,LW,Alex Ovechkin (7729609),Alex Ovechkin,7729609,8400,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,G,Carey Price (7730043),Carey Price,7730043,8400,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Brent Burns (7729889),Brent Burns,7729889,8300,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,C,Connor McDavid (7729488),Connor McDavid,7729488,8200,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,G,Braden Holtby (7730030),Braden Holtby,7730030,8100,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,G,Antti Raanta (7730015),Antti Raanta,7730015,8000,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,G,Al Montoya (7730042),Al Montoya,7730042,7900,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,G,Cory Schneider (7730005),Cory Schneider,7730005,7800,Car@NJ 07:00PM ET,NJ,
,,,,,,,,,,C,Sidney Crosby (7729481),Sidney Crosby,7729481,7800,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,G,Philipp Grubauer (7730031),Philipp Grubauer,7730031,7800,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,G,Jonathan Quick (7730036),Jonathan Quick,7730036,7800,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,G,Marc-Andre Fleury (7730022),Marc-Andre Fleury,7730022,7700,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,G,Matt Murray (7730026),Matt Murray,7730026,7700,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,G,Craig Anderson (7730049),Craig Anderson,7730049,7600,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,C,Tyler Seguin (7729537),Tyler Seguin,7729537,7600,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,G,Semyon Varlamov (7730065),Semyon Varlamov,7730065,7600,Ari@Col 09:00PM ET,Col,
,,,,,,,,,,G,Keith Kinkaid (7730008),Keith Kinkaid,7730008,7500,Car@NJ 07:00PM ET,NJ,
,,,,,,,,,,G,Jimmy Howard (7730016),Jimmy Howard,7730016,7500,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,G,Petr Mrazek (7730020),Petr Mrazek,7730020,7500,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,RW,Joe Pavelski (7729731),Joe Pavelski,7729731,7500,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,G,Frederik Andersen (7730040),Frederik Andersen,7730040,7500,LA@Tor 07:30PM ET,Tor,
,,,,,,,,,,G,Cam Talbot (7730024),Cam Talbot,7730024,7400,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,G,Martin Jones (7730029),Martin Jones,7730029,7400,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,G,Andrew Hammond (7730053),Andrew Hammond,7730053,7400,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,G,Mike Condon (7730054),Mike Condon,7730054,7400,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,G,Michael Hutchinson (7730060),Michael Hutchinson,7730060,7400,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,G,Connor Hellebuyck (7730061),Connor Hellebuyck,7730061,7400,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,G,Calvin Pickard (7730066),Calvin Pickard,7730066,7400,Ari@Col 09:00PM ET,Col,
,,,,,,,,,,G,Steve Mason (7730017),Steve Mason,7730017,7300,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,G,Michal Neuvirth (7730018),Michal Neuvirth,7730018,7300,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,G,Jhonas Enroth (7730038),Jhonas Enroth,7730038,7300,LA@Tor 07:30PM ET,Tor,
,,,,,,,,,,G,Tuukka Rask (7730044),Tuukka Rask,7730044,7300,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,D,Erik Karlsson (7729949),Erik Karlsson,7729949,7300,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,G,Pekka Rinne (7730050),Pekka Rinne,7730050,7300,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Kari Lehtonen (7730057),Kari Lehtonen,7730057,7300,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,G,Antti Niemi (7730059),Antti Niemi,7730059,7300,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,G,Jonas Gustavsson (7730023),Jonas Gustavsson,7730023,7200,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,G,Aaron Dell (7730034),Aaron Dell,7730034,7200,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,C,Auston Matthews (7729513),Auston Matthews,7729513,7200,LA@Tor 07:30PM ET,Tor,
,,,,,,,,,,G,Peter Budaj (7730035),Peter Budaj,7730035,7200,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,G,Jeff Zatkoff (7730037),Jeff Zatkoff,7730037,7200,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,RW,Brendan Gallagher (7729755),Brendan Gallagher,7729755,7100,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Shea Weber (7729930),Shea Weber,7729930,7100,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,G,Marek Mazanec (7730052),Marek Mazanec,7730052,7100,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Mike Smith (7730063),Mike Smith,7730063,7100,Ari@Col 09:00PM ET,Ari,
,,,,,,,,,,G,Louis Domingue (7730067),Louis Domingue,7730067,7100,Ari@Col 09:00PM ET,Ari,
,,,,,,,,,,LW,Brad Marchand (7729633),Brad Marchand,7729633,7000,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,G,Anton Khudobin (7730045),Anton Khudobin,7730045,7000,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,G,Zane McIntyre (7730046),Zane McIntyre,7730046,7000,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,C,Mark Scheifele (7729540),Mark Scheifele,7729540,7000,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,G,Ryan Miller (7730010),Ryan Miller,7730010,6900,Van@NYR 07:00PM ET,Van,
,,,,,,,,,,G,Jacob Markstrom (7730013),Jacob Markstrom,7730013,6900,Van@NYR 07:00PM ET,Van,
,,,,,,,,,,C,Evgeni Malkin (7729480),Evgeni Malkin,7729480,6900,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,LW,Max Pacioretty (7729632),Max Pacioretty,7729632,6900,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,G,Justin Peters (7730064),Justin Peters,7730064,6900,Ari@Col 09:00PM ET,Ari,
,,,,,,,,,,G,Cam Ward (7730004),Cam Ward,7730004,6800,Car@NJ 07:00PM ET,Car,
,,,,,,,,,,LW,Chris Kreider (7729577),Chris Kreider,7729577,6800,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,RW,Rick Nash (7729690),Rick Nash,7729690,6800,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,C,Claude Giroux (7729467),Claude Giroux,7729467,6800,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,G,Malcolm Subban (7730047),Malcolm Subban,7730047,6800,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,LW,Jamie Benn (7729658),Jamie Benn,7729658,6800,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,G,Eddie Lack (7730006),Eddie Lack,7730006,6700,Car@NJ 07:00PM ET,Car,
,,,,,,,,,,RW,Jordan Eberle (7729720),Jordan Eberle,7729720,6700,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,C,Patrice Bergeron (7729516),Patrice Bergeron,7729516,6700,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,G,Matthew O'Connor (7730056),Matthew O'Connor,7730056,6700,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,G,Alex Nedeljkovic (7730009),Alex Nedeljkovic,7730009,6600,Car@NJ 07:00PM ET,Car,
,,,,,,,,,,RW,Mats Zuccarello (7729695),Mats Zuccarello,7729695,6600,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,G,Richard Bachman (7730012),Richard Bachman,7730012,6600,Van@NYR 07:00PM ET,Van,
,,,,,,,,,,G,Anthony Stolarz (7730021),Anthony Stolarz,7730021,6600,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,D,Kris Letang (7729868),Kris Letang,7729868,6600,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,C,Alex Galchenyuk (7729522),Alex Galchenyuk,7729522,6600,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,RW,Patrik Laine (7729789),Patrik Laine,7729789,6600,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,G,Ondrej Pavelec (7730058),Ondrej Pavelec,7730058,6600,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,LW,Taylor Hall (7729564),Taylor Hall,7729564,6500,Car@NJ 07:00PM ET,NJ,
,,,,,,,,,,G,Scott Wedgewood (7730007),Scott Wedgewood,7730007,6500,Car@NJ 07:00PM ET,NJ,
,,,,,,,,,,G,Magnus Hellberg (7730014),Magnus Hellberg,7730014,6500,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,RW,Jakub Voracek (7729705),Jakub Voracek,7729705,6500,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,G,Laurent Brossoit (7730025),Laurent Brossoit,7730025,6500,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,G,Joe Cannata (7730032),Joe Cannata,7730032,6500,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,G,Garret Sparks (7730041),Garret Sparks,7730041,6500,LA@Tor 07:30PM ET,Tor,
,,,,,,,,,,RW,David Pastrnak (7729761),David Pastrnak,7729761,6500,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,G,Charlie Lindgren (7730048),Charlie Lindgren,7730048,6500,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,G,Scott Greenham (7730051),Scott Greenham,7730051,6500,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,G,Juuse Saros (7730055),Juuse Saros,7730055,6500,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Blake Wheeler (7729780),Blake Wheeler,7729780,6500,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,C,Matt Duchene (7729554),Matt Duchene,7729554,6500,Ari@Col 09:00PM ET,Col,
,,,,,,,,,,LW,Jeff Skinner (7729565),Jeff Skinner,7729565,6400,Car@NJ 07:00PM ET,Car,
,,,,,,,,,,G,Michael Leighton (7730003),Michael Leighton,7730003,6400,Car@NJ 07:00PM ET,Car,
,,,,,,,,,,G,Edward Pasquale (7730019),Edward Pasquale,7730019,6400,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,RW,Patric Hornqvist (7729719),Patric Hornqvist,7729719,6400,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,G,Sean Maguire (7730027),Sean Maguire,7730027,6400,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,G,Tristan Jarry (7730028),Tristan Jarry,7730028,6400,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,G,Jack Campbell (7730039),Jack Campbell,7730039,6400,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,D,Roman Josi (7729954),Roman Josi,7729954,6400,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,G,Max Lagace (7730062),Max Lagace,7730062,6400,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,G,Spencer Martin (7730068),Spencer Martin,7730068,6400,Ari@Col 09:00PM ET,Col,
,,,,,,,,,,RW,Wayne Simmonds (7729706),Wayne Simmonds,7729706,6300,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,G,Troy Grosenick (7730033),Troy Grosenick,7730033,6300,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,D,P.K. Subban (7729951),P.K. Subban,7729951,6300,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Nathan MacKinnon (7729676),Nathan MacKinnon,7729676,6300,Ari@Col 09:00PM ET,Col,
,,,,,,,,,,C,Mika Zibanejad (7729460),Mika Zibanejad,7729460,6200,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,RW,William Nylander (7729749),William Nylander,7729749,6200,LA@Tor 07:30PM ET,Tor,
,,,,,,,,,,RW,Phil Kessel (7729717),Phil Kessel,7729717,6100,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,C,Logan Couture (7729492),Logan Couture,7729492,6100,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,C,Evgeny Kuznetsov (7729496),Evgeny Kuznetsov,7729496,6100,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Dustin Byfuglien (7729965),Dustin Byfuglien,7729965,6100,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,C,Nicklas Backstrom (7729491),Nicklas Backstrom,7729491,6000,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,RW,Alexander Radulov (7729752),Alexander Radulov,7729752,6000,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,LW,Mike Hoffman (7729649),Mike Hoffman,7729649,6000,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,C,Derek Stepan (7729456),Derek Stepan,7729456,5900,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,C,Anze Kopitar (7729503),Anze Kopitar,7729503,5900,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,RW,James Neal (7729765),James Neal,7729765,5900,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Oliver Ekman-Larsson (7729990),Oliver Ekman-Larsson,7729990,5900,Ari@Col 09:00PM ET,Ari,
,,,,,,,,,,RW,Dylan Larkin (7729714),Dylan Larkin,7729714,5800,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,D,Shayne Gostisbehere (7729858),Shayne Gostisbehere,7729858,5800,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,C,Jeff Carter (7729502),Jeff Carter,7729502,5800,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,C,Victor Rask (7729450),Victor Rask,7729450,5700,Car@NJ 07:00PM ET,Car,
,,,,,,,,,,D,John Carlson (7729894),John Carlson,7729894,5700,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,LW,Filip Forsberg (7729653),Filip Forsberg,7729653,5700,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,D,Ryan McDonagh (7729828),Ryan McDonagh,7729828,5600,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,LW,Milan Lucic (7729599),Milan Lucic,7729599,5600,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,C,Ryan Johansen (7729530),Ryan Johansen,7729530,5600,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Jason Spezza (7729777),Jason Spezza,7729777,5600,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,LW,Daniel Sedin (7729573),Daniel Sedin,7729573,5500,Van@NYR 07:00PM ET,Van,
,,,,,,,,,,D,Mike Green (7729844),Mike Green,7729844,5500,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,C,Joe Thornton (7729489),Joe Thornton,7729489,5500,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,RW,T.J. Oshie (7729729),T.J. Oshie,7729729,5500,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,LW,Jimmy Vesey (7729580),Jimmy Vesey,7729580,5400,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,C,Henrik Zetterberg (7729465),Henrik Zetterberg,7729465,5400,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,RW,Tyler Toffoli (7729746),Tyler Toffoli,7729746,5400,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,C,Kyle Turris (7729529),Kyle Turris,7729529,5400,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,LW,Gabriel Landeskog (7729674),Gabriel Landeskog,7729674,5400,Ari@Col 09:00PM ET,Col,
,,,,,,,,,,D,Justin Faulk (7729808),Justin Faulk,7729808,5300,Car@NJ 07:00PM ET,Car,
,,,,,,,,,,RW,J.T. Miller (7729698),J.T. Miller,7729698,5300,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,C,Brayden Schenn (7729470),Brayden Schenn,7729470,5300,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,LW,Gustav Nyquist (7729589),Gustav Nyquist,7729589,5300,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,RW,David Backes (7729753),David Backes,7729753,5300,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,C,David Krejci (7729517),David Krejci,7729517,5200,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,LW,Bobby Ryan (7729645),Bobby Ryan,7729645,5200,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,LW,Tomas Tatar (7729585),Tomas Tatar,7729585,5100,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,C,Nazem Kadri (7729505),Nazem Kadri,7729505,5100,LA@Tor 07:30PM ET,Tor,
,,,,,,,,,,LW,James van Riemsdyk (7729621),James van Riemsdyk,7729621,5100,LA@Tor 07:30PM ET,Tor,
,,,,,,,,,,D,Drew Doughty (7729913),Drew Doughty,7729913,5100,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,RW,Mark Stone (7729769),Mark Stone,7729769,5100,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,C,Martin Hanzal (7729551),Martin Hanzal,7729551,5100,Ari@Col 09:00PM ET,Ari,
,,,,,,,,,,D,Erik Johnson (7729986),Erik Johnson,7729986,5100,Ari@Col 09:00PM ET,Col,
,,,,,,,,,,C,Frans Nielsen (7729466),Frans Nielsen,7729466,5000,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,LW,Tanner Pearson (7729629),Tanner Pearson,7729629,5000,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,RW,Mitchell Marner (7729751),Mitchell Marner,7729751,5000,LA@Tor 07:30PM ET,Tor,
,,,,,,,,,,C,Derick Brassard (7729528),Derick Brassard,7729528,5000,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,LW,Patrick Sharp (7729656),Patrick Sharp,7729656,5000,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,D,John Klingberg (7729976),John Klingberg,7729976,5000,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,C,Ryan Nugent-Hopkins (7729485),Ryan Nugent-Hopkins,7729485,4900,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,D,Alec Martinez (7729912),Alec Martinez,7729912,4900,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,RW,Lee Stempniak (7729683),Lee Stempniak,7729683,4800,Car@NJ 07:00PM ET,Car,
,,,,,,,,,,RW,Thomas Vanek (7729703),Thomas Vanek,7729703,4800,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,C,Leon Draisaitl (7729487),Leon Draisaitl,7729487,4800,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,LW,Tomas Hertl (7729615),Tomas Hertl,7729615,4800,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,C,Tomas Plekanec (7729514),Tomas Plekanec,7729514,4800,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,C,Bryan Little (7729534),Bryan Little,7729534,4800,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,D,Tyson Barrie (7729996),Tyson Barrie,7729996,4800,Ari@Col 09:00PM ET,Col,
,,,,,,,,,,RW,Kyle Palmieri (7729684),Kyle Palmieri,7729684,4700,Car@NJ 07:00PM ET,NJ,
,,,,,,,,,,C,Patrick Marleau (7729490),Patrick Marleau,7729490,4700,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,LW,Marcus Johansson (7729612),Marcus Johansson,7729612,4700,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,RW,Marian Gaborik (7729739),Marian Gaborik,7729739,4700,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,D,Torey Krug (7729940),Torey Krug,7729940,4700,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,RW,Michael Cammalleri (7729681),Michael Cammalleri,7729681,4600,Car@NJ 07:00PM ET,NJ,
,,,,,,,,,,C,Henrik Sedin (7729453),Henrik Sedin,7729453,4600,Van@NYR 07:00PM ET,Van,
,,,,,,,,,,LW,Michael Grabner (7729575),Michael Grabner,7729575,4600,Van@NYR 07:00PM ET,NYR,
,,,,,,,,,,RW,Loui Eriksson (7729691),Loui Eriksson,7729691,4600,Van@NYR 07:00PM ET,Van,
,,,,,,,,,,D,Jake Muzzin (7729917),Jake Muzzin,7729917,4600,LA@Tor 07:30PM ET,LA,
,,,,,,,,,,RW,Craig Smith (7729770),Craig Smith,7729770,4600,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Ales Hemsky (7729776),Ales Hemsky,7729776,4600,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,RW,Patrick Eaves (7729778),Patrick Eaves,7729778,4600,Dal@Wpg 08:00PM ET,Dal,
,,,,,,,,,,D,Jacob Trouba (7729978),Jacob Trouba,7729978,4600,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,LW,Travis Konecny (7729594),Travis Konecny,7729594,4500,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,RW,Mark Letestu (7729718),Mark Letestu,7729718,4500,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,D,Jeff Petry (7729933),Jeff Petry,7729933,4500,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,C,Mike Fisher (7729526),Mike Fisher,7729526,4500,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,LW,Max Domi (7729677),Max Domi,7729677,4500,Ari@Col 09:00PM ET,Ari,
,,,,,,,,,,RW,Radim Vrbata (7729792),Radim Vrbata,7729792,4500,Ari@Col 09:00PM ET,Ari,
,,,,,,,,,,D,Francois Beauchemin (7729983),Francois Beauchemin,7729983,4500,Ari@Col 09:00PM ET,Col,
,,,,,,,,,,C,Travis Zajac (7729445),Travis Zajac,7729445,4400,Car@NJ 07:00PM ET,NJ,
,,,,,,,,,,C,Sean Couturier (7729473),Sean Couturier,7729473,4400,Det@Phi 07:00PM ET,Phi,
,,,,,,,,,,RW,Justin Abdelkader (7729707),Justin Abdelkader,7729707,4400,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,C,Nick Bonino (7729483),Nick Bonino,7729483,4400,Edm@Pit 07:00PM ET,Pit,
,,,,,,,,,,LW,Patrick Maroon (7729600),Patrick Maroon,7729600,4400,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,LW,Mikkel Boedker (7729611),Mikkel Boedker,7729611,4400,SJ@Was 07:00PM ET,SJ,
,,,,,,,,,,LW,Andre Burakovsky (7729616),Andre Burakovsky,7729616,4400,SJ@Was 07:00PM ET,Was,
,,,,,,,,,,D,Zdeno Chara (7729928),Zdeno Chara,7729928,4400,Bos@Mon 07:30PM ET,Bos,
,,,,,,,,,,D,Andrei Markov (7729929),Andrei Markov,7729929,4400,Bos@Mon 07:30PM ET,Mon,
,,,,,,,,,,D,Alex Goligoski (7729987),Alex Goligoski,7729987,4400,Ari@Col 09:00PM ET,Ari,
,,,,,,,,,,D,Michael Stone (7729989),Michael Stone,7729989,4400,Ari@Col 09:00PM ET,Ari,
,,,,,,,,,,D,Damon Severson (7729812),Damon Severson,7729812,4300,Car@NJ 07:00PM ET,NJ,
,,,,,,,,,,D,Alexander Edler (7729827),Alexander Edler,7729827,4300,Van@NYR 07:00PM ET,Van,
,,,,,,,,,,C,Darren Helm (7729468),Darren Helm,7729468,4300,Det@Phi 07:00PM ET,Det,
,,,,,,,,,,LW,Benoit Pouliot (7729596),Benoit Pouliot,7729596,4300,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,RW,Jesse Puljujarvi (7729727),Jesse Puljujarvi,7729727,4300,Edm@Pit 07:00PM ET,Edm,
,,,,,,,,,,LW,Viktor Arvidsson (7729655),Viktor Arvidsson,7729655,4300,Ott@Nsh 08:00PM ET,Nsh,
,,,,,,,,,,RW,Zack Smith (7729767),Zack Smith,7729767,4300,Ott@Nsh 08:00PM ET,Ott,
,,,,,,,,,,LW,Nikolaj Ehlers (7729666),Nikolaj Ehlers,7729666,4300,Dal@Wpg 08:00PM ET,Wpg,
,,,,,,,,,,RW,Jiri Hudler (7729775),Jiri Hudler,7729775,4300,Dal@Wpg 08:00PM ET,Dal,
